config,sample_id,pair_idx,volfrac,void_size_frac,v12,v21,Q11,Q22,converged,n_iters,hit_cap,is_connected,n_components,degenerate,volfrac_achieved,osc_score,osc_unstable,is_clean,elapsed_s
normalized,normalized_00039,39,0.443386291417709,0.13476071785753893,-0.9307672173882734,-0.8212587243525253,8.225406690839074,7.2576546315669015,True,150,True,True,1,False,0.4433857281400178,0.13742343954304587,False,True,20.122517824172974
q12,q12_00036,36,0.30220884684944094,0.3446384285364503,-0.7037625436758052,-0.7511268417268001,11.919748331199226,12.720726224116591,True,150,True,True,1,False,0.3022085663809373,0.009730614639552689,False,True,22.78402829170227
normalized,normalized_00036,36,0.30220884684944094,0.3446384285364503,0.283426385584271,0.2764834048216793,26.651302557719603,25.9984364507945,True,150,True,False,2,False,0.5022091679954206,0.12494093256506758,False,False,23.39909791946411
q12,q12_00038,38,0.6085081386743783,0.12221339552022711,-0.8489997852485274,-0.5059325810126449,31.757353661581263,18.940139250117667,True,150,True,True,1,False,0.6085072456685935,0.00549649197776863,False,True,21.80683994293213
normalized,normalized_00038,38,0.6085081386743783,0.12221339552022711,-0.7884172306454186,-0.730496628587456,14.086969803988783,13.052078961296587,True,150,True,True,1,False,0.5712235698338238,0.15188142504822605,True,False,20.366539478302002
q12,q12_00040,40,0.6452413703502373,0.2869894380482674,0.02367739018822498,0.021970948999103096,26.087380734279254,25.59147599575593,True,150,True,True,1,False,0.6452405976043712,0.0034793796185224072,False,False,18.882126331329346
normalized,normalized_00040,40,0.6452413703502373,0.2869894380482674,-0.8894491422156494,-0.7922713237973591,10.952177553127001,9.755181496013943,True,150,True,True,1,False,0.5634455673503018,0.1741799813822888,True,False,18.773687839508057
q12,q12_00041,41,0.43235920994105964,0.1190675050858071,-0.9491507683099408,-0.4311882472317312,24.11651850935942,10.95585623264556,True,150,True,False,3,False,0.5493273880247435,0.13182776026508097,False,False,20.214801788330078
normalized,normalized_00041,41,0.43235920994105964,0.1190675050858071,-0.9338728719943886,-0.8263879991139901,7.7584902803837705,6.865381950438877,True,150,True,True,1,False,0.43235975252934966,0.1570346798491825,True,False,20.661540746688843
q12,q12_00044,44,0.6548850970305305,0.2416644775485848,-0.6744954024511794,-0.6708361632283468,28.45004231255177,28.295696158323427,True,129,False,True,1,False,0.6548847615822019,0.001977167784901881,False,True,18.966432809829712
normalized,normalized_00044,44,0.6548850970305305,0.2416644775485848,-0.9543147655423273,-0.7483733845431841,11.782490201651953,9.23982842907997,True,150,True,True,1,False,0.561522096009805,0.18497205552233933,True,False,17.42561388015747
q12,q12_00042,42,0.4243929286862649,0.1975549966080241,-0.3582424450610247,-0.3178289038752413,17.36363377364199,15.399307288059363,True,150,True,True,1,False,0.5292540447087671,0.08810952279388394,False,True,19.489200353622437
normalized,normalized_00042,42,0.4243929286862649,0.1975549966080241,-0.5975963730661272,-0.6469412697636261,6.373358336328676,6.899621084386079,True,150,True,False,5,False,0.4243929056297607,0.35293470228455526,True,False,22.38281488418579
q12,q12_00045,45,0.34783769837532064,0.31397343616689855,0.0028166624789387365,0.002961927081798441,1.6508897274553618,1.7360315726061941,True,150,True,False,8,False,0.34783806241203746,1.7592291801365652,True,False,18.135416269302368
normalized,normalized_00045,45,0.34783769837532064,0.31397343616689855,-0.8587748644454749,-0.8360227565702885,10.534564235207922,10.25544561219345,True,150,True,True,1,False,0.44286727161085054,0.08188265635074155,False,True,15.506674766540527
q12,q12_00048,48,0.5090931317527976,0.2282623055075649,-0.7321067396898321,-0.7123678409957097,22.29310570155027,21.68912310376586,True,122,False,True,1,False,0.5090937987622542,0.0004569182676877824,False,True,17.58164358139038
normalized,normalized_00048,48,0.5090931317527976,0.2282623055075649,-0.9507883335271967,-0.8213329478369519,9.419400351440906,8.13689396966653,True,150,True,True,1,False,0.4939314177312227,0.14832136295306497,False,True,14.21704649925232
q12,q12_00043,43,0.5918424713352256,0.29126724140656396,-0.8102886918195644,-0.5390063019269629,28.795360469717494,19.154654118363425,True,150,True,True,1,False,0.5918414731134438,0.011273746202181257,False,True,22.376065492630005
normalized,normalized_00043,43,0.5918424713352256,0.29126724140656396,-0.7959213228529113,-0.7334575183885893,13.950403926130711,12.855696443097543,True,150,True,True,1,False,0.5724412235071478,0.15460159352170852,True,False,19.336158752441406
q12,q12_00046,46,0.6043140194467589,0.2683831592708489,-0.8291432132731402,-0.5102222910044825,30.81698163037137,18.963564814689434,True,150,True,True,1,False,0.6043145193034929,0.0007396876963854309,False,True,22.676032781600952
normalized,normalized_00046,46,0.6043140194467589,0.2683831592708489,-0.7945908875741888,-0.7499249326749184,14.367518368192012,13.559884326158198,True,150,True,True,1,False,0.601683707082479,0.12193478882453279,False,True,14.495604991912842
q12,q12_00047,47,0.6083868719818244,0.24813867890931726,-0.6779772427301994,-0.6649309761708483,26.905390648989265,26.387651954044884,True,150,True,True,1,False,0.6083871102195574,0.0014535100980294041,False,True,19.897940397262573
normalized,normalized_00047,47,0.6083868719818244,0.24813867890931726,-0.7813856625754655,-0.7193584136187763,14.239582790879577,13.109098818342446,True,150,True,True,1,False,0.5696198823352915,0.15167287562735604,True,False,16.891849994659424
q12,q12_00049,49,0.3101676506976381,0.13236742809799135,-1.0240289511957907,-0.4393814527548016,8.033817109469412,3.4470805339889794,True,150,True,False,2,False,0.3101668978778374,0.23014560263084477,True,False,21.443581581115723
normalized,normalized_00049,49,0.3101676506976381,0.13236742809799135,0.14786597060364617,0.14738765064091572,22.707382704626525,22.63392838376661,True,150,True,True,1,False,0.4975276685088469,0.379552593089889,True,False,16.145431756973267
